项目,值
随机种子数,1
总代数,20
""
最终适应度统计,
均值,154.2340621215447
标准差,0.0
最小值,154.2340621215447
最大值,154.2340621215447
中位数,154.2340621215447
""
各Seed最终结果,
Seed,Final_Best
0,154.2340621215447
