项目,值
随机种子数,3
总代数,50
""
最终适应度统计,
均值,70.26640871690364
标准差,2.3413257692862945
最小值,67.03758705916928
最大值,72.51622694562957
中位数,71.24541214591207
""
各Seed最终结果,
Seed,Final_Best
0,67.03758705916928
1,72.51622694562957
2,71.24541214591207
