Generation,Best_Mean,Best_Std,Div_Mean,Best_Seed_0,Best_Seed_1,Best_Seed_2,Div_Seed_0,Div_Seed_1,Div_Seed_2
0,435.9096167847802,12.920799022614025,0.41568088068386827,454.1406333692495,427.8632655421786,425.7249514429125,0.38175904659743565,0.36528359545416916,0.5
1,417.54528796906146,22.4909097430849,0.12747830230069632,440.0746478182509,386.8362646460209,425.7249514429125,0.09283483856156596,0.01150423506139537,0.27809583327912757
2,396.1231806691032,10.329916368704193,0.16120983990893023,391.0005928399881,386.8362646460209,410.53268452130044,0.18550202025762869,0.035637210272368186,0.26249028919679385
3,373.9450575578187,10.5925781274588,0.18297868119404445,359.81108732901316,376.7135276660936,385.31055767834937,0.17082700772774712,0.19318359922478912,0.18492543662959707
4,350.5870830563238,34.47214118300093,0.11510001738339054,302.0173564697177,371.23477422174153,378.5091184775123,0.07907082409577373,0.17952752018187002,0.0867017078725279
5,344.1509116096167,33.55312112361201,0.08146127238759947,296.767933716319,370.04647863476396,365.638322477767,0.03897258171808788,0.14716448705402146,0.058246748390689045
6,327.2423919558997,22.574928392025086,0.07482250546069352,296.767933716319,350.7210793271545,334.23816282422547,0.0643451426240262,0.101582240130043,0.05854013362801135
7,325.18999575036867,25.360271630782538,0.0643811325872711,290.610745099726,350.7210793271545,334.23816282422547,0.059137453737158285,0.09662916184908937,0.03737678217556565
8,315.9419818263791,19.23768366025137,0.06234528851893193,288.7726588393919,330.752867295919,328.30041934382643,0.049903787571987705,0.07183657005544453,0.06529550792936357
9,308.5185428618476,20.497514868664865,0.05290300385896316,279.53068211664754,323.001484632538,323.02346183635734,0.0566148135694684,0.040792602572619255,0.061301595434801834
10,288.61343557045825,11.780612750262096,0.05517681178774867,279.53068211664754,305.25034649104117,281.0592781036859,0.06015638610280215,0.037987270209221,0.06738677905122287
11,287.75547394325764,12.378101128354805,0.05288178998344903,279.53068211664754,305.25034649104117,278.4853932220841,0.04972643556961035,0.05128390066959578,0.05763503371114096
12,278.0762768839758,7.171041479038383,0.03950692153120098,271.53540723972037,288.05853128530686,274.6348921269003,0.010679930452841936,0.06484042461044774,0.04300040953031327
13,278.0762768839758,7.171041479038383,0.03667554086714717,271.53540723972037,288.05853128530686,274.6348921269003,0.013398996327114283,0.05688330318398679,0.039744323090340455
