项目,值
随机种子数,3
总代数,50
""
最终适应度统计,
均值,70.61816470001706
标准差,12.069664466377981
最小值,57.87657167134034
最大值,86.82532516731607
中位数,67.15259726139479
""
各Seed最终结果,
Seed,Final_Best
0,57.87657167134034
1,86.82532516731607
2,67.15259726139479
