项目,值
随机种子数,3
总代数,50
""
最终适应度统计,
均值,11.876926137401853
标准差,0.5563562575665387
最小值,11.408184197873318
最大值,12.658571420098344
中位数,11.564022794233896
""
各Seed最终结果,
Seed,Final_Best
0,11.408184197873318
1,12.658571420098344
2,11.564022794233896
