项目,值
随机种子数,3
总代数,50
""
最终适应度统计,
均值,328842.5450623842
标准差,151534.98320344006
最小值,115996.24993346242
最大值,456867.0279818465
中位数,413664.3572718437
""
各Seed最终结果,
Seed,Final_Best
0,115996.24993346242
1,456867.0279818465
2,413664.3572718437
