项目,值
随机种子数,3
总代数,50
""
最终适应度统计,
均值,12.938875360229767
标准差,0.2457431970852788
最小值,12.607712629255698
最大值,13.19574206178393
中位数,13.01317138964967
""
各Seed最终结果,
Seed,Final_Best
0,13.01317138964967
1,13.19574206178393
2,12.607712629255698
