Generation,Best_Mean,Best_Std,Div_Mean,Best_Seed_0,Best_Seed_1,Best_Seed_2,Div_Seed_0,Div_Seed_1,Div_Seed_2
0,20.64951434186723,0.14004938060707395,0.4156808806838684,20.464558385476636,20.80334551198738,20.680639128137678,0.3817590465974356,0.3652835954541695,0.5
1,20.569968793231446,0.08082454644656532,0.23502366289766008,20.464558385476636,20.660954480584937,20.58439351363277,0.10756341380957327,0.2827345661324906,0.31477300875091646
2,20.470551838647708,0.05376464882474285,0.2774505320683594,20.464558385476636,20.539191653857916,20.407905476608573,0.2300653602586203,0.39915105476567575,0.2031351811807821
3,20.198412081707733,0.1205166567581296,0.22450690239499901,20.34761539458209,20.052464960069724,20.195155890471387,0.20660323576856726,0.26624088593664275,0.20067658547978703
4,20.06612739414554,0.056975142558104014,0.19239492499741453,20.141728180948114,20.052464960069724,20.00418904141878,0.34572738917704343,0.10757330767717338,0.12388407813802685
5,19.590707012042646,0.4345462942852316,0.22220439355298605,20.087347609678275,19.028927289374415,19.655846137075244,0.3864450519646607,0.12474636027244713,0.15542176842185035
6,19.590707012042646,0.4345462942852316,0.18957921380074863,20.087347609678275,19.028927289374415,19.655846137075244,0.34714056856270253,0.14428441737430464,0.07731265546523873
7,19.511855846153495,0.4342303543139974,0.19491283137372686,20.081830410069905,19.028927289374415,19.424809839016163,0.3389390789715234,0.0761619980299172,0.16963741711974
8,19.432022546983593,0.47006305542798915,0.18499310800545343,20.063903866358647,18.93724281777803,19.294920956814103,0.288894423594435,0.08593837231687654,0.18014652810504866
9,19.225784193913313,0.2630072294129173,0.18051334124619353,19.52904542194031,18.887649760188644,19.26065739961098,0.2274661811841252,0.13315365498262693,0.1809201875718284
10,18.890820471873475,0.3521743910307059,0.13977542240849242,19.162706545729403,18.39349304862095,19.116261821270072,0.1886068383762352,0.09456460177555465,0.13615482707368737
11,18.72631938947639,0.3321839001607116,0.1217202579618532,18.758235569007542,18.304460778151565,19.116261821270072,0.12822290234783112,0.11697728239014313,0.11996058914758537
12,18.706764061139726,0.30961275924361714,0.11218668990334424,18.758235569007542,18.304460778151565,19.05759583626008,0.0881461859455309,0.14397025340032185,0.10444363036417997
13,18.40447233509302,0.4621651987943287,0.08780023197092175,18.28366109491703,17.908597010288723,19.0211589000733,0.08488579521160738,0.05153179598555638,0.12698310471560148
14,18.3294072404305,0.3637072134221308,0.08641188822669878,18.28366109491703,17.908597010288723,18.795963616085746,0.10743095631707042,0.050592392472665726,0.1012123158903602
15,18.293194483925507,0.3179859740739548,0.10900656621389992,18.28366109491703,17.908597010288723,18.687325346570773,0.16523059553562558,0.0814896257927858,0.08029947731328843
16,17.99129321834616,0.15546331060101978,0.13123507936805542,17.950218247087516,17.824780185487512,18.19888122246346,0.2083651559157401,0.08160469825330313,0.10373538393512308
17,17.94297586690178,0.13162387042504156,0.14170631464175465,17.950218247087516,17.778271077875203,18.100438275742622,0.1816139519323824,0.12731575196818984,0.11618924002469172
18,17.869874700043543,0.16417536835019803,0.15146937106072775,17.730914746512806,17.778271077875203,18.100438275742622,0.1542219598131856,0.1636735264331659,0.13651262693583172
