项目,值
随机种子数,3
总代数,50
""
最终适应度统计,
均值,1010698.2242108196
标准差,511108.6442665484
最小值,424290.7952425707
最大值,1669883.9256890032
中位数,937919.9517008847
""
各Seed最终结果,
Seed,Final_Best
0,424290.7952425707
1,1669883.9256890032
2,937919.9517008847
