Generation,Best_Mean,Best_Std,Div_Mean,Best_Seed_0,Best_Seed_1,Best_Seed_2,Div_Seed_0,Div_Seed_1,Div_Seed_2
40,3416832.070142833,1083628.527562757,0.029718103887777122,2598713.027632942,4948115.7681261925,2703667.4146693638,0.023505444021311064,0.030153498679201682,0.035495368962818616
41,3172891.503449502,1038281.530523681,0.02997888483275407,2308304.0792218475,4633002.925247512,2577367.505879147,0.026713339756224447,0.03036403793799402,0.032859276804043755
42,3147612.7404164895,1004546.033721598,0.029815915507126978,2308304.0792218475,4559909.921807304,2574624.220220317,0.027662069461414945,0.01835572385140177,0.043429953208564215
43,3045835.324474579,865849.7202741908,0.03319425925040332,2308304.0792218475,4261111.049731332,2568090.8444705587,0.05563948386249591,0.024220032485059734,0.01972326140365432
44,2526189.2354409765,952928.9579946719,0.025926600538104538,1555691.2753371678,3821197.859185363,2201678.5718003972,0.01720147240992731,0.02076979579480552,0.03980853340958078
45,2317094.073215356,1003811.0942810384,0.026937936156922204,1209027.4861792198,3639630.0658328547,2102624.667633994,0.031292384437351994,0.01820791524391023,0.03131350878950439
46,1956099.3100789643,757138.6054888967,0.027918602893279437,1037953.8912825185,2892293.6437406773,1938050.3952136969,0.03296560716934827,0.029961040640226977,0.02082916087026307
47,1649743.8962275616,577941.8996012668,0.026201954111277497,994966.7631978354,2400777.8787663803,1553487.046718469,0.021119637763164896,0.01738874286900793,0.04009748170165967
48,1395139.880322878,694389.5011294722,0.03298180574714612,867381.0235190672,2376213.920191648,941824.6972579189,0.026540300688279818,0.02664867113326251,0.045756445419896014
49,1183778.6566463227,463581.41388899833,0.02071495663278257,777066.9950877586,1832444.2775932902,941824.6972579189,0.025311966874827552,0.022090560635744275,0.014742342387775883
