Generation,Best_Mean,Best_Std,Div_Mean,Best_Seed_0,Best_Seed_1,Best_Seed_2,Div_Seed_0,Div_Seed_1,Div_Seed_2
28,2764728.248572018,903496.4033853255,0.0018102868412828998,1524881.1823198409,3652127.136870747,3117176.4265254666,0.0,0.0054308605238487,0.0
29,2522812.4290672126,963961.113661233,0.0009549814537630163,1296855.0214602682,3652127.136870747,2619455.1288706223,0.0,0.002864944361289049,0.0
30,2168366.49555186,756922.3905061623,3.185113556470053e-05,1177899.869911166,3015209.187503791,2311990.429240623,0.0,0.0,9.555340669410158e-05
31,1896192.9394871192,758404.6556009196,0.0025833700371454063,928275.3499648997,2780299.3162424807,1980004.1522539773,0.0057408334366601,0.0020092766747761186,0.0
32,1707064.6385786126,580560.033970633,0.0009437273339077764,902465.9770992657,2250929.060443204,1967798.8781933684,0.0,0.002831182001723329,0.0
33,1650590.8911732126,560338.5067618635,0.007145694795538392,902465.9770992657,2250929.060443204,1798377.635977168,0.006608538050985823,0.006339804416920259,0.008488741918709094
34,1312957.6269894082,445080.3184157828,0.005178065327746326,809336.0001532957,1891752.6563856252,1237784.2244293038,0.0059476230886828935,0.004074246374147675,0.005512326520408409
35,1245043.378900918,405659.07916264964,0.006406589362616434,751883.8547386557,1745462.0575347943,1237784.2244293038,0.00021388921382055088,0.0013090220519402257,0.017696856822088526
36,1003652.7831883891,372730.25683841424,0.008244059476103823,578598.4956095647,1486158.4557581265,946201.3981974763,0.007474211109000978,0.0,0.01725796731931049
37,902022.2987296485,337896.63928340306,0.005296626764642703,488942.82195096585,1316613.0348496295,900511.0393883503,0.004258319152226538,0.003856759032911291,0.007774802108790281
38,760592.4651034836,236929.25423687664,0.007320072207497026,488942.82195096585,1066293.891311446,726540.682048039,0.010702509673102729,0.0,0.011257706949388347
39,760592.4651034836,236929.25423687664,0.013030970506707226,488942.82195096585,1066293.891311446,726540.682048039,0.017775853045893,0.0,0.02131705847422868
40,700964.0361719672,263339.44709032227,0.014889261322894134,455672.68208290153,1066293.891311446,580925.5351215543,0.020422328777212506,0.004067788410460275,0.020177666781009622
41,575018.7177882303,242702.95648501228,0.017250452735489245,321851.0258764602,902317.9778480126,500887.149640218,0.023223424291048882,0.008635639381523369,0.01989229453389548
42,554645.8474886579,252265.80113364902,0.020120453797559352,311526.89148488495,902317.9778480126,450092.6731330762,0.022718756770133897,0.01735382663144428,0.020288777991099877
43,500745.3964982123,242076.98507638482,0.014947364963859561,273054.5950580717,835994.4427622714,393187.1516742938,0.025104477074008796,0.013365800573076871,0.006371817244493018
44,370522.3230442393,105266.39068518374,0.012287849980082586,231768.369462076,486611.44799634814,393187.1516742938,0.014868011836681936,0.01225394523160582,0.009741592871960001
45,348060.6913207365,99977.83667696621,0.007139108528695776,231768.369462076,475851.83518100355,336561.86931913,0.016928550704996374,0.004488774881090955,0.0
46,331616.8427946491,105313.533131517,0.006497672901338591,227349.5313695626,475851.83518100355,291649.1618333812,0.006923048045818604,0.01256997065819717,0.0
47,290066.56937925826,68234.23415048933,0.0034745533259979175,224127.12760320428,384051.5226183343,262021.05791623634,0.008619112645210996,0.0,0.001804547332782756
48,278437.3892352207,78276.62913039915,0.006415295357768708,196905.99271114217,384051.5226183343,254354.65237618567,0.011708331182608077,0.007537554890698045,0.0
49,235389.5814489755,52896.70818566632,0.006518649959392022,176453.27682097803,304757.31525095756,224958.15227499098,0.008425880972488718,0.0035519070556598647,0.0075781618500274815
