项目,值
随机种子数,3
总代数,50
""
最终适应度统计,
均值,228300.22099421988
标准差,57120.44492778158
最小值,167491.76251784436
最大值,304757.31525095756
中位数,212651.58521385776
""
各Seed最终结果,
Seed,Final_Best
0,167491.76251784436
1,304757.31525095756
2,212651.58521385776
