项目,值
随机种子数,10
总代数,200
""
最终适应度统计,
均值,12.872611718390118
标准差,1.896749506797418
最小值,9.464008955673933
最大值,15.426080730216484
中位数,13.14667624952338
""
各Seed最终结果,
Seed,Final_Best
0,13.119696639600193
1,15.426080730216484
2,13.17365585944657
3,14.49933681333232
4,10.600654553252014
5,12.848927870588739
6,9.464008955673933
7,15.236971818575569
8,10.889309744308605
9,13.467474198906757
