Generation,Best_Mean,Best_Std,Div_Mean,Best_Seed_0,Best_Seed_1,Best_Seed_2,Best_Seed_3,Best_Seed_4,Best_Seed_5,Best_Seed_6,Best_Seed_7,Best_Seed_8,Best_Seed_9,Div_Seed_0,Div_Seed_1,Div_Seed_2,Div_Seed_3,Div_Seed_4,Div_Seed_5,Div_Seed_6,Div_Seed_7,Div_Seed_8,Div_Seed_9
0,9916.823604849907,494.1270545346732,0.0,9939.685577702901,9417.67892656035,9461.25666502827,9791.552945469834,10003.51125343168,10581.291837870223,10567.45460315172,9578.052713572646,10614.438690943205,9213.312834768247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,9103.92868168804,504.8755872301884,0.2,8974.983241328388,8822.176981480854,8672.490949871055,9739.593457311672,9432.121019065145,9582.107434724225,9389.968082293124,8676.732043139447,9635.106230791069,8114.007376875409,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2,8348.983085765914,493.1642326392083,0.0,8395.376392000915,7921.255537578977,8388.025176521867,8124.626893446922,9112.301365718917,8894.268795046271,8578.086115652812,7812.335009500608,8795.223142396826,7468.3324297950385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,7932.211490390982,461.67777578858215,5.118698240597218e-05,7734.571332901651,7921.255537578977,8275.18893229482,7802.542076331226,8854.740118924197,8226.522812940726,7910.937765442589,7234.305002600512,8131.825749394186,7230.225575500922,0.0,0.0,0.0,0.0,0.0005118698240597218,0.0,0.0,0.0,0.0,0.0
4,7514.541692772333,590.4439143083645,0.024626482848430033,7296.271915902343,7833.653717048413,7987.035418705629,7149.084346508405,8424.503014917158,7741.685782804943,7392.50387415015,6519.673731147985,8131.825749394186,6669.179377144116,0.026317520444551063,0.0,0.05210637748773957,0.0,0.0021735586300476043,0.018414391507721117,0.0,0.0,0.0,0.14725298041424098
5,7093.904459538908,607.7471294341085,0.05825674484487929,6868.252624354315,7269.999178410939,7403.769915777084,7149.084346508405,8132.283184745646,7208.730867071492,7044.415397520012,6025.745550521002,7698.167529501996,6138.596000978178,0.0,0.08745915234148753,0.0,0.0844831040755552,0.06471478077394772,0.0,0.0,0.04729232372045486,0.08921289791526049,0.20940518962208718
6,6790.679047003439,613.7549957142082,0.0690194204229834,6579.224833066437,7004.54878686546,7403.769915777084,6714.88154261158,7803.238394032012,6940.911330066973,6500.19072483403,6025.745550521002,7294.232438741368,5640.046953518459,0.03149679179250063,0.1284373600223226,0.0,0.021006029929985848,0.06835632575845792,0.0,0.0,0.14388732888327466,0.12805925220809566,0.1689511156351967
7,6445.045903689452,685.6078556262097,0.0571671159251501,6481.622893880528,6765.982442908464,7403.769915777084,6187.719792237899,7188.863986895655,6585.890952572209,6210.6774631595135,5454.07430950362,7019.440387701932,5152.416892257613,0.010910684379605294,0.0,0.0,0.0,0.03184337328686833,0.09991607502560555,0.0,0.149954431087257,0.13805791654790164,0.14098867892426317
8,6058.591174426985,718.3755623748222,0.09489142330401437,5900.877029949688,6371.340275578084,7135.065974698734,5798.529712220313,7099.993736917534,6104.184222395128,5719.869181446439,5033.99133196122,6523.060305237055,4898.999973865655,0.07484285078989603,0.15335073991574857,0.26410023991501563,0.0,0.02558664181377815,0.0,0.0,0.07647417822503233,0.20064172322801882,0.15391785915265424
9,5753.587649572287,743.1825375504404,0.12313057920496466,5688.808584560911,6128.723574625972,6791.44724786641,5462.186826525208,6855.504292196934,5909.761993704168,5376.627265833625,4563.77481113496,6134.503181133023,4624.538718141657,0.008257341453621841,0.2057608544148204,0.32210592736545673,0.023681775203138605,0.0,0.11552691533860533,0.24820699658492879,0.0076876610113873,0.10261538002821811,0.1974629406494698
10,5424.238107102146,870.817447039833,0.10602354200193168,5402.547056284351,6025.546387998045,6612.856017839585,4820.828757888274,6827.702715490102,5581.380599606845,4710.749457457095,4203.774524901772,5782.834516303614,4274.161037251783,0.03943827456480658,0.12106467410881688,0.27169528609237537,0.0,0.0,0.12737306552140734,0.30153237764815394,0.054107522936979124,0.10479182373963587,0.04023239540714163
11,5229.792622854932,922.7247530542211,0.12801514066021136,5184.7540781520875,5727.275632048072,6499.005809115999,4332.691000100171,6681.589940006634,5491.7701913279025,4635.155473458545,4043.1450332887525,5752.481346726656,3950.057724324499,0.0636361972549277,0.1814584957306568,0.34045547447181723,0.01174798883587872,0.0,0.19915879595711564,0.27064885372222386,0.0,0.048327386836115004,0.16471821379337864
12,4932.221506234095,779.2458293477836,0.11363959101760175,4920.135541788921,5514.038326128876,5791.307399302482,4332.691000100171,5842.345782350684,5491.7701913279025,4511.589836489262,3660.511487557569,5499.696199522919,3758.1292977721605,0.0,0.1557312104388229,0.2425775854083142,0.0,0.0,0.04462115826064693,0.2772349706785794,0.1843212094423924,0.0,0.23190977594726173
13,4798.633007340561,752.2000706611781,0.16169739019232837,4811.187225892147,5292.702617241861,5791.307399302482,4332.691000100171,5421.790816760804,5491.7701913279025,4396.482378182053,3475.5793384971075,5272.334088667532,3700.485017433559,0.09746757478905023,0.19695975340567992,0.25089581339164896,0.16930167174699248,0.0,0.02712420749001766,0.26701891422477847,0.19078553359178385,0.19091138959175802,0.2265090436915739
14,4584.630498378736,676.6534316204794,0.1527855744490395,4584.6574144135275,4912.918478020096,5327.561655478287,4178.097833008174,5421.790816760804,5089.8156856221485,4263.511938891312,3475.5793384971075,5101.806330487272,3490.5654926086445,0.12794573958755903,0.1950200165495762,0.27904693883055176,0.13474120067235978,0.0,0.15100231350927862,0.04559359152888713,0.15983366231592724,0.2447816488628146,0.18989063263344091
15,4367.913456382931,763.2994407479586,0.13121435382462682,4303.8569014850455,4600.405833303603,5327.561655478287,3762.0420394635057,5421.790816760804,4937.604034936574,3999.7106007470447,3379.383002929775,4873.620687521956,3073.1589912027175,0.08078179444101144,0.2714901204047005,0.24321491184749425,0.1583492570325411,0.0,0.15314089496698866,0.013676825190561414,0.21112663626389924,0.014685795088758067,0.16567730301031347
16,4156.541027155911,741.3370668809148,0.1912512159823952,3899.0573400964167,4398.047615555111,4913.285113023197,3762.0420394635057,5248.207315369875,4820.572335095485,3843.6640999181946,3212.1060195274804,4646.258576666571,2822.169816843274,0.18286203699088777,0.24539707734033775,0.27932385020135253,0.09443551903884863,0.0,0.14287676817981526,0.2611590717270246,0.20677381332138767,0.2854913829607189,0.21419264006357888
17,3953.848030434332,721.6349616172126,0.1235955285582973,3414.085575301049,4252.802544201022,4624.985529157083,3762.0420394635057,5179.598396727783,4387.379833983834,3662.664693595534,3132.5170479048647,4450.446489900809,2671.9581541078387,0.0,0.0,0.285237400108337,0.0,0.0,0.05060714071466543,0.22828776437814569,0.2463979593158595,0.27049611798596185,0.1549289030800036
18,3788.199771338589,697.7055840141629,0.18087669076275245,3414.085575301049,4161.489871290478,4318.9103162027,3343.3737711162976,5057.892460820819,4299.278914107537,3519.7692153201533,2968.3272346924678,4170.5567181045735,2628.313636429808,0.0,0.1895385140311047,0.25194155595022505,0.17838858943783437,0.0,0.181322059635846,0.2820204807733487,0.21005953322148277,0.26883078204325667,0.24666539253442632
19,3555.255378829198,719.3554591275918,0.17615509617579944,3306.0629112427614,3741.4414945307053,4318.9103162027,3101.726058559452,4957.002257025693,3974.2570899301754,3116.223754060142,2775.399508105398,3833.3811635443417,2428.14923509061,0.0,0.19955734992550886,0.2980126515688456,0.14282343202267853,0.0018142535743598143,0.13745619822674116,0.32895268338598255,0.15277880430068697,0.252171523830378,0.24798406492281275
20,3430.2021155290845,713.778149686016,0.1995848945474213,3261.150675310446,3741.4414945307053,4027.9392539536148,2855.738684795084,4912.36434517435,3675.070965586685,2888.016613094791,2678.7687242102165,3833.3811635443417,2428.14923509061,0.2679678791421711,0.13074076296168097,0.23235973171869076,0.16781173291710033,0.010323538914155782,0.17183599430892457,0.3045541441647415,0.23925052744794248,0.25756674981309974,0.2134378840857056
21,3254.6826265323816,706.8856132444445,0.19470669931023138,3156.7770932825315,3303.0320558534986,3980.539935509185,2694.205652890523,4625.4738842835695,3675.070965586685,2822.2742642392623,2541.4961300697287,3616.496647480795,2131.4596361280383,0.28459006700059275,0.21515370922794066,0.3012770181364833,0.11013508302953087,0.003840341492106706,0.14788572045465379,0.32368907472014363,0.24436515980517573,0.3161308192356867,0.0
22,3063.1123524269397,712.8715369875231,0.22729714945867427,2860.1234304951067,2932.947074900296,3728.625490353059,2648.4927116234976,4484.510404037243,3618.55939282868,2511.1588693006597,2355.541582489419,3478.0575502224874,2013.1070180189472,0.27480708440517043,0.2604327841172443,0.26042718480007754,0.005572460809180111,0.1700778724842857,0.24375026895027238,0.3042815967206323,0.19836502560897237,0.2696316422693043,0.2856255744216034
23,2953.825155757594,688.2694559114053,0.19550361196039698,2622.2259597805532,2897.213050579705,3395.0537993624694,2585.5955105267494,4480.73297744003,3395.10546693574,2415.036906029798,2355.541582489419,3398.0908539714037,1993.6554504600717,0.265116024112234,0.2571448716422206,0.0,0.20502594014683753,0.11519158179729369,0.21009266918127043,0.3915372257825156,0.14378406241875313,0.2601170857016995,0.1070266588211455
24,2854.627735788752,631.5805027288235,0.16738788828995976,2504.708061977457,2844.321598453951,3395.0537993624694,2564.0381967854137,4108.983660809548,3322.157089884795,2333.4947723628593,2247.1751291439905,3298.9985785886875,1927.3464705183505,0.28505945140559585,0.021955533942065366,0.0,0.22517697979874218,0.16984911294873103,0.19767073996205808,0.29143936134859705,0.13184952533277997,0.2849976077399984,0.06588057042103002
25,2744.992786625544,608.4036184960639,0.16224759656518872,2314.6146435870014,2773.764296495443,3395.0537993624694,2467.4226155440538,3843.546055335215,3165.9886416141926,2199.2153181663525,2176.2796082962923,3242.5289181044573,1871.5139697499617,0.29042380020491954,0.2129239468563032,0.0,0.18063146843934094,0.08114825219539722,0.19157428545521246,0.324130640762878,0.0,0.2944378530439825,0.04720571869385351
26,2646.1575816900768,636.1784887828094,0.19244894394138418,2303.044852512854,2675.7278339526983,3395.0537993624694,2364.1064357782416,3743.361518857002,3090.0454812282496,2136.2798114661473,1914.3100224521986,3123.1393754676683,1716.5066858232403,0.3001308402715959,0.26867098968607694,0.0,0.0,0.0,0.18314601806924405,0.34108798899528026,0.24706866785841555,0.28487157000212066,0.29951336453110833
27,2540.7644420380384,608.493159632094,0.20066135529964407,2000.5933870802328,2675.7278339526983,3120.0625812390044,2279.2941582425738,3611.2465720873643,3038.3271442071036,2103.8567387514213,1839.0659829738815,3022.963336022869,1716.5066858232403,0.022787951878239898,0.2879931124260228,0.3088088561894543,0.25295912957011635,0.0,0.213958271967967,0.03824996499025162,0.25215135354330476,0.34894596228242003,0.28075895014866414
28,2486.4832099737782,615.9669605868497,0.24669602054434753,1866.4928826170417,2675.7278339526983,2918.079205261116,2110.426067465016,3611.2465720873643,3038.3271442071036,2065.9963893274507,1839.0659829738815,3022.963336022869,1716.5066858232403,0.29031382099336395,0.25974413873615393,0.31872267280520283,0.2874839187000711,0.0,0.13417577113470971,0.2465577534342748,0.2397960002351078,0.35461166567946234,0.33555446372512854
29,2392.8079496687233,612.6913063689713,0.20513255784182186,1783.3443076163894,2519.3006136710774,2798.3551442405096,2097.257173838825,3595.4831144127966,2931.0640245308496,1926.0328207593739,1819.3865560207087,2852.6624400148976,1605.193301581805,0.3455472594345801,0.22801998957884168,0.37259447273911317,0.09352577999555862,0.0,0.0,0.24958468827893493,0.2382588672447342,0.24512794659417145,0.2786665745522846
30,2302.2537568530615,572.9966936022539,0.17769935537094295,1649.4598305364889,2450.349880912354,2472.565441831719,2012.5641886588928,3412.6250095590567,2931.0640245308496,1902.9402166324908,1819.3865560207087,2766.389118266243,1605.193301581805,0.009114782078892849,0.2567465191996311,0.3394197903876672,0.04967798540731558,0.0,0.0,0.2852353161266943,0.21749654131678667,0.28143461620388033,0.3378680029885614
31,2218.275964880614,493.57512519080143,0.21454122080403376,1649.4598305364889,2350.2761988026014,2472.565441831719,2012.5641886588928,3016.3692540911543,2844.755238532145,1886.4794253080945,1688.4837117896313,2656.613057673603,1605.193301581805,0.27415504707016997,0.25244816457250274,0.1780934517384261,0.03268829643802888,0.1829764869445066,0.0,0.2929431877174444,0.3088565294063672,0.3001263174191468,0.3231247267337451
32,2152.0530753695157,449.38990719951596,0.2383060717170309,1649.4598305364889,2231.0104411332704,2472.565441831719,1970.8381826838522,2879.4957758411383,2767.3867333617436,1886.4794253080945,1631.6029505669921,2427.42878819424,1604.2631842376159,0.21914306074581952,0.33500518602663093,0.19669790285734023,0.23826092770746543,0.0,0.3336550772081613,0.15516743975664812,0.30854544360217545,0.2819488122391293,0.314636867026939
33,2049.418986382436,424.3415956258914,0.2906845764802206,1567.0679600278818,2055.61861184567,2454.584317044775,1926.138844357003,2585.1878391390164,2606.3983327887127,1871.4179350383201,1418.2925432317334,2427.42878819424,1582.0546921570076,0.34771730377830534,0.2556795906703818,0.35710391717982526,0.25460628153006304,0.2453008586347769,0.2656159708246468,0.28301520894662746,0.2968774555782995,0.3126241687692322,0.2883050088900476
34,1966.0172221095163,362.3498509842459,0.2553049613246875,1567.0679600278818,2055.61861184567,2174.7405568758713,1918.3380243384636,2461.727528622092,2486.380271083115,1871.4179350383201,1377.2210988091447,2198.4939823924105,1549.1662520621921,0.2763545989526224,0.3044904138428752,0.3257372510403315,0.09080587221863749,0.2772034769982069,0.34484277326555235,0.31567571128148847,0.0,0.3060191221001023,0.31192039354705847
35,1929.3028130960943,359.40748138803144,0.25899513355895665,1538.2419905926818,2055.61861184567,2114.924463064008,1822.998094987628,2461.727528622092,2372.4842791927076,1871.4179350383201,1328.7830653976616,2198.4939823924105,1528.3381798277624,0.323636433487437,0.2585389021533889,0.3550312253513753,0.0607221880444129,0.24859213989448306,0.31994861557205484,0.2640231807720866,0.24286750828218304,0.1735311625309517,0.34305997950119277
36,1856.8985026194744,325.2813254786954,0.22703363593163228,1432.4763940941812,1946.796149629694,1909.281570433397,1822.998094987628,2230.181790881812,2315.821305077163,1871.4179350383201,1323.264967418616,2198.2557448815787,1518.491073752355,0.1417647269370215,0.23391321523116945,0.363723072511453,0.0385621354054975,0.27826858649359415,0.3396375924259287,0.2981867659887519,0.2195143892373725,0.27253945733787927,0.08422641774765491
37,1791.5150643833683,318.1391580018156,0.27028860174384267,1338.2192474792137,1881.788335835121,1876.879946441053,1822.998094987628,2100.4866923691825,2106.314970300211,1871.4179350383201,1200.681486839314,2198.2557448815787,1518.1081896620635,0.24327435993434882,0.31176685888951594,0.3856945296622757,0.2449584879449725,0.29911581365506074,0.04051363880029888,0.2951507071820728,0.2811418039932398,0.257849631865933,0.34342018551070813
38,1712.6033201250889,267.27779354924814,0.22288205373967118,1338.2192474792137,1815.2411975422,1833.6747747996978,1822.998094987628,1803.447816773294,2099.217123595681,1871.4179350383201,1185.4316021917384,1870.035973015576,1486.3494358275402,0.23478048611942434,0.0,0.2012565025512737,0.2912895481557103,0.28651179476623717,0.3445453427734995,0.32617442325923124,0.28420873146832665,0.2286133065546844,0.03144040174832452
39,1645.3019201099046,270.24604816721074,0.2505282767916624,1318.9380118341523,1551.3504905542286,1812.0927883982567,1593.7797997129128,1803.447816773294,2095.568189030997,1871.4179350383201,1142.2850016174907,1793.718542671846,1470.4206254675482,0.0,0.2813052842823103,0.22999639610405564,0.25178744034372613,0.32838820588866935,0.2762278194939011,0.2805427365981561,0.2890620585347731,0.27367464310002515,0.2942981835710074
40,1601.2573412400302,264.69972303496786,0.15155512160327084,1313.6059238446069,1470.3202946564543,1642.0438908733322,1593.7797997129128,1789.2856360028381,2071.646128486347,1836.2147216173653,1132.765628981584,1764.42866081373,1398.4827274111321,0.013166741077220073,0.31736298066513724,0.2590245629840405,0.0575890049378771,0.219639743148849,0.12172830800541302,0.07759028182056683,0.2636441645151811,0.014654844975593662,0.17115058390282972
41,1548.9903154779454,279.2574507512337,0.2311801598173922,1206.3715601003187,1355.5513953986174,1642.0438908733322,1505.7300173448402,1744.8324652054307,2047.346161296009,1836.2147216173653,1112.844495058138,1682.7870678803902,1356.1813800050131,0.29629528869020655,0.3408622342261156,0.25057128962799824,0.22447678418095182,0.2928017381779505,0.04747404085305622,0.2785247514453201,0.257270288605299,0.0,0.32352518236702393
42,1522.6343856569529,272.2905948993113,0.27647593313460755,1181.758236465712,1332.4274183219932,1642.0438908733322,1505.7300173448402,1716.8079235680634,1957.7256502751152,1836.2147216173653,1109.5490372168151,1663.6201891557866,1280.4667717305056,0.32767196578156627,0.32387464312414843,0.3574819684404945,0.027341537199654594,0.3168916049511465,0.26255998784777895,0.3267800376920671,0.2751878780928733,0.20858582650290983,0.33838388171343575
