项目,值
随机种子数,10
总代数,200
""
最终适应度统计,
均值,3.364793720013954
标准差,0.43123491215733917
最小值,2.757708598297697
最大值,4.218812544926873
中位数,3.2146083550762925
""
各Seed最终结果,
Seed,Final_Best
0,3.2117124069153573
1,4.218812544926873
2,3.140399981149113
3,3.485200501803416
4,3.5665776596931313
5,2.9284007446241387
6,3.1462284760449184
7,3.9753919834476688
8,3.2175043032372277
9,2.757708598297697
