项目,值
随机种子数,10
总代数,200
""
最终适应度统计,
均值,6.4667241423157975
标准差,1.4956648472351206
最小值,3.7833253080011673
最大值,8.275290316156884
中位数,6.447502563457505
""
各Seed最终结果,
Seed,Final_Best
0,6.312971621582449
1,3.7833253080011673
2,6.155696442406054
3,8.144521484875781
4,7.651784468387291
5,3.962991242837518
6,6.227524613349772
7,7.571102420228499
8,8.275290316156884
9,6.582033505332561
