项目,值
随机种子数,10
总代数,200
""
最终适应度统计,
均值,3.5924536064865165
标准差,0.3232236299651619
最小值,3.3209669853214803
最大值,4.489449983278494
中位数,3.4885180574408037
""
各Seed最终结果,
Seed,Final_Best
0,3.6439455762485946
1,3.4458581147695857
2,3.3751274536267215
3,3.3892041072312407
4,3.3209669853214803
5,3.5201159765150973
6,3.5289195172338137
7,3.45692013836651
8,3.7540282122736284
9,4.489449983278494
