项目,值
随机种子数,10
总代数,200
""
最终适应度统计,
均值,1.4227635461895773
标准差,0.09467710918831324
最小值,1.288661547984578
最大值,1.6115152926398315
中位数,1.4088740172435585
""
各Seed最终结果,
Seed,Final_Best
0,1.3322135762438507
1,1.3693182766274172
2,1.4627748949816106
3,1.337010802277132
4,1.477072435049922
5,1.387697147818404
6,1.6115152926398315
7,1.430050886668713
8,1.5313206016043135
9,1.288661547984578
