项目,值
随机种子数,10
总代数,200
""
最终适应度统计,
均值,65.05739210440898
标准差,54.43302093088292
最小值,20.11938285067299
最大值,220.60361739033942
中位数,45.20109126402531
""
各Seed最终结果,
Seed,Final_Best
0,45.3352182956387
1,80.20758964429842
2,29.084925071701946
3,58.492627127332526
4,220.60361739033942
5,44.83163030913602
6,45.06696423241192
7,20.11938285067299
8,39.62950063026983
9,67.20246549228796
