项目,值
随机种子数,10
总代数,200
""
最终适应度统计,
均值,100.67409715874365
标准差,58.524346623015106
最小值,27.998721523621498
最大值,179.63820138134724
中位数,67.64848246051315
""
各Seed最终结果,
Seed,Final_Best
0,56.466493246218306
1,154.67725875530232
2,27.998721523621498
3,47.757917166980405
4,56.11645056348243
5,176.99435079989053
6,179.63820138134724
7,70.24660116093946
8,171.7946132295674
9,65.05036376008684
