项目,值
随机种子数,10
总代数,200
""
最终适应度统计,
均值,1.447524702826655
标准差,0.19961523327408393
最小值,1.1778050632226156
最大值,1.9898978067085102
中位数,1.418012193069906
""
各Seed最终结果,
Seed,Final_Best
0,1.3810978628321042
1,1.4562255756972813
2,1.4307225518150186
3,1.9898978067085102
4,1.405301834324793
5,1.1778050632226156
6,1.3314790660970932
7,1.5006984426542376
8,1.3542630131463849
9,1.4477558117685103
