项目,值
随机种子数,10
总代数,200
""
最终适应度统计,
均值,1259.5990992587278
标准差,249.4249436300055
最小值,771.2248641447641
最大值,1669.76064412107
中位数,1255.7467164001373
""
各Seed最终结果,
Seed,Final_Best
0,1025.2613854907868
1,771.2248641447641
2,1669.76064412107
3,1491.5369440545273
4,1252.8533938879955
5,1175.3513718237518
6,1127.1108050154671
7,1258.6400389122791
8,1545.2625190545368
9,1278.9890260820994
